image_id,1,2,4,9,10,11,12,14,15,17,23,24
3934,0,0,0,0,1,0,1,0,0,0,0,0
3937,0,0,0,0,1,0,1,0,0,0,0,0
3940,0,0,0,0,1,0,1,0,0,0,0,0
3943,0,0,0,0,1,0,1,0,0,0,0,0
3946,0,0,0,0,1,0,1,0,0,0,0,0
3949,0,0,0,0,1,0,1,0,0,0,0,0
3952,0,0,0,0,1,0,1,0,0,0,0,0
3955,0,0,0,0,1,0,1,0,0,0,0,0
3958,0,0,0,0,1,0,1,0,0,0,0,0
3961,0,0,0,0,1,0,1,0,0,0,1,0
3964,0,0,0,0,1,0,1,0,0,1,1,0
3967,0,0,0,0,1,0,1,0,0,1,1,0
3970,0,0,0,0,1,0,1,1,0,1,1,1
3973,0,0,0,0,1,0,1,1,0,1,1,1
3976,0,0,0,0,1,0,1,1,0,1,1,1
3979,0,0,0,0,1,0,1,1,0,1,1,1
3982,0,0,0,0,1,0,1,1,0,1,1,1
3985,0,0,0,0,1,0,1,1,0,1,1,1
3988,0,0,0,0,1,0,1,1,0,1,1,1
3991,0,0,0,0,1,0,1,1,0,1,1,1
3994,0,0,0,0,1,0,1,1,0,1,1,1
3997,0,0,0,0,1,0,1,1,0,1,1,1
4000,0,0,0,0,1,0,1,1,0,1,1,1
4003,0,0,0,0,1,0,1,1,0,1,1,1
4006,0,0,0,0,1,0,1,1,0,1,1,1
4009,0,0,0,0,1,0,1,1,0,1,1,1
4012,0,0,0,0,1,0,1,1,0,1,1,1
4015,0,0,0,0,1,0,1,1,0,1,1,1
4018,0,0,0,0,1,0,1,1,0,1,1,0
4021,0,0,0,0,1,0,1,0,0,0,0,0
4024,0,0,0,0,1,0,1,0,0,0,0,0
4027,0,0,0,0,1,0,1,0,0,0,0,0
4030,0,0,0,0,1,0,1,0,0,0,0,0
4033,0,0,0,0,1,0,1,0,0,1,0,0
4036,0,0,0,0,1,0,1,0,0,1,0,0
4039,0,0,0,0,1,0,1,0,0,1,0,0
4042,0,0,0,0,1,0,1,0,1,1,0,0
4045,0,0,0,0,1,0,1,0,1,1,1,1
4048,0,0,0,0,1,0,1,0,1,1,1,1
4051,0,0,0,0,1,0,1,0,0,1,0,0
4054,0,0,0,0,1,0,1,0,0,1,0,0
4057,0,0,0,0,1,0,1,0,0,0,0,0
